This word frequency data is taken from the one billion word Corpus of Contemporary American English (COCA; www.english-corpora.org/coca), which is the only corpus of English that is large, up-to-date, and is based on a wide range of genres.

Explanations of the four lists and additional sample data (every tenth word, 1-60,000) can be found at https://www.wordfrequency.info/samples.asp. For a complete explanation of the columns in each list, see https://www.wordfrequency.info/files.asp

If you re-post the list on the web, you must clearly indicate www.wordfrequency.info as the source of the data. Automated queries run every night to find copies of the data that do not follow these guidelines, and you will be forced to remove those copies from your website.

rank	lemma	PoS	freq
3756	combat	n	18595
3757	praise	v	18574
3758	costume	n	18568
3759	sixth	m	18547
3760	frequent	j	18545
3761	inspiration	n	18543
3762	orange	n	18542
3763	concrete	j	18533
3764	cooking	n	18528
3765	conspiracy	n	18508
3766	trait	n	18502
3767	van	n	18497
3768	institutional	j	18477
3769	garlic	n	18473
3770	drinking	n	18467
3771	response	i	18460
3772	crystal	n	18456
3773	stretch	n	18453
3774	pro	n	18444
3775	associate	n	18443
3776	helicopter	n	18430
3777	counsel	n	18429
3778	equation	n	18417
3779	roman	j	18414
3780	sophisticated	j	18406
3781	timing	n	18399
3782	pope	n	18398
3783	opera	n	18377
3784	ethical	j	18367
3785	mount	n	18361
3786	indication	n	18351
3787	motive	n	18345
3788	porch	n	18345
3789	reinforce	v	18342
3790	gaze	n	18339
3791	ours	p	18321
3792	lap	n	18314
3793	written	j	18308
3794	reverse	v	18304
3795	starter	n	18292
3796	injure	v	18288
3797	chronic	j	18286
3798	continued	j	18283
3799	exclusive	j	18276
3800	colonel	n	18262
3801	copy	v	18254
3802	beef	n	18253
3803	abroad	r	18252
3804	thanksgiving	n	18234
3805	intensity	n	18229
3806	desire	v	18224
3807	cave	n	18219
3808	basement	n	18210
3809	associated	j	18209
3810	unlike	j	18191
3811	fascinating	j	18189
3812	interact	v	18183
3813	illustration	n	18179
3814	daily	r	18177
3815	essence	n	18172
3816	container	n	18171
3817	driving	j	18169
3818	stuff	v	18158
3819	dynamic	j	18151
3820	gym	n	18149
3821	bat	n	18132
3822	plead	v	18129
3823	promotion	n	18122
3824	uncertainty	n	18119
3825	ownership	n	18114
3826	officially	r	18080
3827	tag	n	18076
3828	documentary	n	18071
3829	stem	n	18061
3830	flood	n	18059
3831	guilt	n	18057
3832	inside	n	18050
3833	alarm	n	18039
3834	turkey	n	18036
3835	conduct	n	18031
3836	diagnose	v	18030
3837	precious	j	18016
3838	swallow	v	18013
3839	initiate	v	18004
3840	fitness	n	18001
3841	restrict	v	17989
3842	gulf	n	17985
3843	advocate	v	17982
3844	mommy	n	17978
3845	unexpected	j	17962
3846	shrug	v	17959
3847	agricultural	j	17939
3848	sacrifice	n	17936
3849	spectrum	n	17916
3850	dragon	n	17915
3851	bacteria	n	17913
3852	shore	n	17908
3853	pastor	n	17896
3854	cliff	n	17891
3855	ship	v	17891
3856	adequate	j	17887
3857	rape	v	17887
3858	addition	n	17884
3859	tackle	v	17881
3860	occupation	n	17878
3861	compose	v	17863
3862	slice	n	17862
3863	brave	j	17860
3864	military	n	17849
3865	stimulus	n	17842
3866	patent	n	17836
3867	powder	n	17830
3868	harsh	j	17815
3869	chaos	n	17809
3870	kit	n	17795
3871	this	r	17786
3872	piano	n	17786
3873	surprisingly	r	17784
3874	lend	v	17776
3875	correctly	r	17759
3876	project	v	17755
3877	govern	v	17753
3878	modest	j	17749
3879	shared	j	17746
3880	psychologist	n	17738
3881	servant	n	17732
3882	overwhelming	j	17731
3883	elevator	n	17718
3884	hispanic	j	17705
3885	divine	j	17704
3886	transmission	n	17702
3887	butt	n	17681
3888	commonly	r	17663
3889	cowboy	n	17658
3890	ease	v	17652
3891	intent	n	17648
3892	counseling	n	17615
3893	gentle	j	17606
3894	rhythm	n	17605
3895	short	r	17604
3896	complexity	n	17603
3897	nonetheless	r	17584
3898	effectiveness	n	17583
3899	lonely	j	17579
3900	statistical	j	17575
3901	longtime	j	17574
3902	strain	n	17571
3903	firm	j	17560
3904	garbage	n	17560
3905	devote	v	17555
3906	speed	v	17549
3907	venture	n	17532
3908	lock	n	17526
3909	aide	n	17521
3910	subtle	j	17521
3911	rod	n	17510
3912	top	v	17509
3913	civilian	j	17506
3914	t-shirt	n	17501
3915	endure	v	17500
3916	civilian	n	17499
3917	basket	n	17488
3918	strict	j	17484
3919	loser	n	17479
3920	franchise	n	17479
3921	saint	n	17465
3922	aim	n	17460
3923	prosecution	n	17457
3924	bite	n	17445
3925	lyrics	n	17443
3926	compound	n	17435
3927	architecture	n	17424
3928	reach	n	17415
3929	destination	n	17414
3930	cope	v	17404
3931	province	n	17402
3932	sum	n	17402
3933	lecture	n	17399
3934	spill	v	17398
3935	genuine	j	17394
3936	upstairs	r	17392
3937	protest	v	17387
3938	trading	n	17380
3939	please	v	17377
3940	acceptance	n	17373
3941	revelation	n	17367
3942	march	v	17363
3943	indicator	n	17361
3944	collaboration	n	17360
3945	rhetoric	n	17356
3946	tune	v	17352
3947	slam	v	17345
3948	inevitable	j	17339
3949	monkey	n	17334
3950	till	i	17322
3951	protocol	n	17316
3952	productive	j	17315
3953	principal	j	17310
3954	finish	n	17287
3955	jeans	n	17273
3956	companion	n	17269
3957	convict	v	17257
3958	boost	v	17241
3959	recipient	n	17240
3960	practically	r	17238
3961	array	n	17233
3962	persuade	v	17229
3963	undermine	v	17226
3964	yep	u	17224
3965	ranch	n	17219
3966	scout	n	17206
3967	medal	n	17200
3968	endless	j	17193
3969	translation	n	17186
3970	ski	n	17185
3971	conservation	n	17184
3972	habitat	n	17173
3973	contractor	n	17156
3974	trailer	n	17146
3975	pitcher	n	17123
3976	towel	n	17122
3977	goodbye	u	17122
3978	harm	v	17109
3979	bonus	n	17099
3980	dramatically	r	17087
3981	genre	n	17072
3982	caller	n	17070
3983	exit	n	17065
3984	hook	n	17057
3985	behavioral	j	17052
3986	omit	v	17050
3987	pit	n	17033
3988	volunteer	v	17024
3989	boring	j	17020
3990	hook	v	17012
3991	suspend	v	17011
3992	cholesterol	n	17011
3993	closed	j	16993
3994	advertisement	n	16993
3995	bombing	n	16988
3996	consult	v	16987
3997	encounter	n	16987
3998	expertise	n	16978
3999	creator	n	16976
4000	peaceful	j	16963
4001	upset	j	16960
4002	provided	c	16959
4003	tablet	n	16958
4004	blow	n	16948
4005	ruling	n	16930
4006	launch	n	16908
4007	warming	n	16906
4008	equity	n	16905
4009	rational	j	16905
4010	classic	n	16902
4011	utilize	v	16898
4012	pine	n	16894
4013	past	r	16892
4014	bitter	j	16881
4015	guard	v	16876
4016	surgeon	n	16865
4017	affordable	j	16864
4018	tennis	n	16863
4019	artistic	j	16857
4020	download	v	16856
4021	suffering	n	16837
4022	accuracy	n	16834
4023	literacy	n	16828
4024	treasury	n	16827
4025	talented	j	16822
4026	crown	n	16806
4027	importantly	r	16802
4028	bare	j	16802
4029	invisible	j	16798
4030	sergeant	n	16794
4031	regulatory	j	16782
4032	thumb	n	16776
4033	colony	n	16776
4034	walking	n	16767
4035	accessible	j	16761
4036	damn	v	16761
4037	integration	n	16746
4038	spouse	n	16732
4039	award	v	16728
4040	excitement	n	16728
4041	residence	n	16727
4042	bold	j	16726
4043	adolescent	n	16726
4044	greek	j	16725
4045	doll	n	16714
4046	oxygen	n	16714
4047	finance	v	16685
4048	gravity	n	16674
4049	functional	j	16672
4050	palace	n	16669
4051	echo	v	16668
4052	cotton	n	16664
4053	rescue	n	16660
4054	estimated	j	16657
4055	program	v	16652
4056	endorse	v	16646
4057	lawmaker	n	16643
4058	determination	n	16633
4059	flash	v	16627
4060	simultaneously	r	16626
4061	dynamics	n	16623
4062	shell	n	16622
4063	hint	n	16621
4064	frame	v	16594
4065	administer	v	16592
4066	rush	n	16589
4067	christianity	n	16585
4068	distract	v	16563
4069	ban	n	16560
4070	alleged	j	16528
4071	statute	n	16524
4072	value	v	16523
4073	biology	n	16518
4074	republican	j	16513
4075	follower	n	16508
4076	nasty	j	16504
4077	evident	j	16476
4078	prior	j	16472
4079	confess	v	16468
4080	eligible	j	16461
4081	picture	v	16439
4082	rock	v	16432
4083	trap	n	16420
4084	consent	n	16419
4085	pump	n	16418
4086	down	n	16415
4087	bloody	j	16415
4088	hate	n	16397
4089	occasional	j	16386
4090	trunk	n	16376
4091	prohibit	v	16370
4092	sustainable	j	16363
4093	belly	n	16361
4094	banking	n	16356
4095	asshole	n	16356
4096	journalism	n	16352
4097	flash	n	16348
4098	average	v	16343
4099	obstacle	n	16342
4100	ridge	n	16341
4101	heal	v	16325
4102	bastard	n	16320
4103	cheer	v	16318
4104	apology	n	16314
4105	tumor	n	16309
4106	architect	n	16305
4107	wrist	n	16293
4108	harbor	n	16291
4109	handsome	j	16284
4110	bullshit	n	16278
4111	realm	n	16277
4112	bet	n	16276
4113	twist	v	16274
4114	inspector	n	16272
4115	surveillance	n	16262
4116	trauma	n	16257
4117	rebuild	v	16256
4118	romance	n	16244
4119	gross	j	16241
4120	deadline	n	16240
4121	age	v	16238
4122	classical	j	16222
4123	convey	v	16221
4124	compensation	n	16221
4125	insect	n	16198
4126	debate	v	16195
4127	output	n	16190
4128	parliament	n	16176
4129	suite	n	16164
4130	opposed	i	16159
4131	fold	v	16148
4132	separation	n	16144
4133	demon	n	16143
4134	eating	n	16142
4135	structural	j	16138
4136	besides	i	16135
4137	equality	n	16126
4138	logical	j	16111
4139	probability	n	16109
4140	await	v	16102
4141	generous	j	16095
4142	acquisition	n	16072
4143	custody	n	16070
4144	compromise	n	16070
4145	greet	v	16069
4146	trash	n	16056
4147	judicial	j	16050
4148	earthquake	n	16050
4149	insane	j	16042
4150	realistic	j	16029
4151	wake	n	16026
4152	assemble	v	16017
4153	necessity	n	16013
4154	horn	n	16012
4155	parameter	n	16010
4156	grip	n	16005
4157	modify	v	16000
4158	signal	v	15998
4159	sponsor	v	15998
4160	mathematics	n	15994
4161	hallway	n	15988
4162	african-american	j	15963
4163	any	r	15957
4164	liability	n	15952
4165	crawl	v	15944
4166	theoretical	j	15943
4167	condemn	v	15942
4168	fluid	n	15938
4169	homeland	n	15934
4170	technological	j	15934
4171	exam	n	15933
4172	anchor	n	15923
4173	spell	v	15921
4174	considering	c	15896
4175	conscious	j	15895
4176	vitamin	n	15887
4177	known	j	15885
4178	hostage	n	15872
4179	reserve	v	15866
4180	actively	r	15862
4181	mill	n	15859
4182	teenage	j	15845
4183	respect	i	15832
4184	retrieve	v	15830
4185	processing	n	15825
4186	sentiment	n	15815
4187	offering	n	15814
4188	oral	j	15805
4189	convinced	j	15803
4190	photography	n	15803
4191	coin	n	15797
4192	laptop	n	15796
4193	bounce	v	15792
4194	goodness	n	15790
4195	affiliation	n	15784
4196	punch	v	15780
4197	burst	v	15772
4198	bee	n	15760
4199	blessing	n	15758
4200	command	v	15758
4201	continuous	j	15752
4202	above	j	15751
4203	landing	n	15743
4204	repair	n	15742
4205	worry	n	15739
4206	ritual	n	15737
4207	bath	n	15725
4208	sneak	v	15716
4209	historically	r	15703
4210	mud	n	15699
4211	scan	v	15695
4212	reminder	n	15692
4213	hers	p	15685
4214	slavery	n	15684
4215	supervisor	n	15672
4216	quantity	n	15672
4217	olympics	n	15664
4218	pleasant	j	15653
4219	slope	n	15651
4220	skirt	n	15648
4221	outlet	n	15645
4222	curtain	n	15640
4223	declaration	n	15635
4224	seal	v	15632
4225	immune	j	15631
4226	switch	n	15630
4227	calendar	n	15617
4228	paragraph	n	15612
4229	identical	j	15611
4230	credit	v	15608
4231	regret	v	15607
4232	quest	n	15593
4233	flat	n	15583
4234	entrepreneur	n	15581
4235	specify	v	15567
4236	stumble	v	15561
4237	clay	n	15557
4238	noon	n	15551
4239	last	r	15550
4240	strip	v	15548
4241	elbow	n	15543
4242	outstanding	j	15537
4243	uh-huh	u	15532
4244	unity	n	15519
4245	rent	n	15515
4246	manipulate	v	15513
4247	airplane	n	15512
4248	portfolio	n	15509
4249	mysterious	j	15507
4250	delicious	j	15506
4251	northwest	n	15505
4252	sweat	n	15505
4253	profound	j	15497
4254	sacrifice	v	15484
4255	treasure	n	15484
4256	flour	n	15472
4257	lightly	r	15472
4258	rally	n	15471
4259	default	n	15454
4260	alongside	i	15454
4261	plain	n	15447
4262	hug	v	15443
4263	isolate	v	15433
4264	exploration	n	15421
4265	secure	j	15420
4266	limb	n	15391
4267	enroll	v	15391
4268	outer	j	15390
4269	charter	n	15390
4270	southwest	n	15385
4271	escape	n	15376
4272	arena	n	15361
4273	witch	n	15359
4274	upcoming	j	15358
4275	forty	m	15352
4276	someday	r	15352
4277	unite	v	15351
4278	courtesy	n	15350
4279	statue	n	15343
4280	fist	n	15331
4281	castle	n	15330
4282	precise	j	15330
4283	squad	n	15328
4284	cruise	n	15327
4285	joke	v	15321
4286	legally	r	15315
4287	embassy	n	15303
4288	patience	n	15298
4289	medium	j	15296
4290	thereby	r	15288
4291	bush	n	15262
4292	purple	j	15255
4293	peer	v	15226
4294	electrical	j	15225
4295	outfit	n	15213
4296	cage	n	15211
4297	retired	j	15207
4298	shark	n	15207
4299	lobby	n	15206
4300	sidewalk	n	15203
4301	near	r	15200
4302	runner	n	15188
4303	ankle	n	15182
4304	attraction	n	15180
4305	fool	v	15179
4306	artificial	j	15142
4307	mercy	n	15139
4308	indigenous	j	15139
4309	slap	v	15130
4310	tune	n	15126
4311	dancer	n	15125
4312	candle	n	15125
4313	sexually	r	15120
4314	needle	n	15115
4315	hidden	j	15111
4316	chronicle	n	15106
4317	suburb	n	15106
4318	toxic	j	15101
4319	underlying	j	15095
4320	sensor	n	15084
4321	deploy	v	15082
4322	debut	n	15081
4323	star	v	15075
4324	magnitude	n	15074
4325	suspicion	n	15070
4326	pro	j	15067
4327	colonial	j	15065
4328	icon	n	15065
4329	grandma	n	15063
4330	info	n	15051
4331	jurisdiction	n	15049
4332	iranian	j	15043
4333	senior	n	15032
4334	parade	n	15028
4335	seal	n	15019
4336	archive	n	15007
4337	gifted	j	15000
4338	rage	n	14996
4339	outdoor	j	14995
4340	ending	n	14992
4341	loop	n	14987
4342	altogether	r	14986
4343	chase	n	14979
4344	burning	j	14976
4345	reception	n	14976
4346	local	n	14975
4347	crush	v	14968
4348	premise	n	14964
4349	deem	v	14964
4350	automatic	j	14953
4351	whale	n	14947
4352	mechanical	j	14945
4353	credibility	n	14944
4354	drain	v	14944
4355	drift	v	14941
4356	loyalty	n	14935
4357	promising	j	14933
4358	tide	n	14929
4359	traveler	n	14928
4360	grief	n	14918
4361	metaphor	n	14916
4362	skull	n	14911
4363	pursuit	n	14909
4364	therapist	n	14907
4365	backup	n	14904
4366	workplace	n	14897
4367	instinct	n	14894
4368	export	n	14889
4369	bleed	v	14888
4370	shock	v	14881
4371	seventh	m	14877
4372	fixed	j	14876
4373	broadcast	n	14871
4374	disclose	v	14858
4375	execution	n	14857
4376	pal	n	14857
4377	chuckle	v	14855
4378	pump	v	14855
4379	density	n	14854
4380	correction	n	14850
4381	representative	j	14835
4382	jump	n	14819
4383	repair	v	14803
4384	kinda	r	14792
4385	relieve	v	14789
4386	teammate	n	14789
4387	brush	n	14780
4388	corridor	n	14779
4389	russian	n	14778
4390	enthusiasm	n	14777
4391	extended	j	14776
4392	root	v	14773
4393	alright	r	14773
4394	panic	n	14761
4395	pad	n	14749
4396	bid	n	14746
4397	mild	j	14741
4398	productivity	n	14732
4399	guess	n	14729
4400	tuck	v	14721
4401	defeat	n	14716
4402	railroad	n	14713
4403	frozen	j	14710
4404	minimize	v	14707
4405	amid	i	14704
4406	inspection	n	14686
4407	cab	n	14672
4408	expected	j	14670
4409	nonsense	n	14670
4410	leap	v	14664
4411	draft	v	14645
4412	rider	n	14637
4413	theology	n	14636
4414	terrific	j	14632
4415	accent	n	14628
4416	invitation	n	14626
4417	reply	n	14613
4418	israeli	n	14606
4419	liar	n	14604
4420	oversee	v	14601
4421	awkward	j	14591
4422	registration	n	14577
4423	suburban	j	14577
4424	handle	n	14576
4425	momentum	n	14567
4426	instantly	r	14557
4427	clerk	n	14547
4428	chin	n	14538
4429	hockey	n	14536
4430	laser	n	14523
4431	proposition	n	14515
4432	rob	v	14506
4433	beam	n	14505
4434	ancestor	n	14501
4435	creativity	n	14474
4436	verse	n	14470
4437	casual	j	14469
4438	objection	n	14466
4439	clever	j	14465
4440	given	c	14460
4441	shove	v	14456
4442	revolutionary	j	14456
4443	carbohydrate	n	14454
4444	steam	n	14454
4445	reportedly	r	14446
4446	glance	n	14445
4447	forehead	n	14437
4448	resume	v	14434
4449	slide	n	14433
4450	sheep	n	14430
4451	good	r	14423
4452	carpet	n	14417
4453	cloth	n	14408
4454	interior	n	14401
4455	full-time	j	14401
4456	running	n	14396
4457	questionnaire	n	14392
4458	compromise	v	14391
4459	departure	n	14389
4460	behalf	i	14387
4461	graph	n	14381
4462	diplomatic	j	14381
4463	thief	n	14374
4464	herb	n	14373
4465	subsidy	n	14371
4466	cast	n	14354
4467	fossil	n	14345
4468	patrol	n	14342
4469	pulse	n	14341
4470	mechanic	n	14340
4471	cattle	n	14338
4472	screening	n	14328
4473	continuing	j	14322
4474	electoral	j	14322
4475	supposedly	r	14318
4476	dignity	n	14312
4477	prophet	n	14308
4478	commentary	n	14305
4479	sort	v	14299
4480	spread	n	14295
4481	serving	n	14291
4482	safely	r	14286
4483	homework	n	14277
4484	allegedly	r	14263
4485	android	n	14261
4486	alpha	n	14253
4487	insert	v	14249
4488	mortality	n	14244
4489	contend	v	14242
4490	elephant	n	14238
4491	solely	r	14236
4492	hurt	j	14232
4493	continent	n	14230
4494	attribute	n	14222
4495	ecosystem	n	14216
4496	leave	n	14202
4497	nearby	r	14195
4498	olive	j	14192
4499	syndrome	n	14192
4500	minimum	n	14187
4501	catch	n	14181
4502	abstract	j	14180
4503	accusation	n	14179
4504	coming	j	14178
4505	sock	n	14170
4506	pickup	n	14166
4507	shuttle	n	14163
4508	improved	j	14162
4509	calculation	n	14158
4510	innovative	j	14152
4511	demographic	j	14150
4512	accommodate	v	14139
4513	jaw	n	14133
4514	unfair	j	14132
4515	tragic	j	14131
4516	comprise	v	14123
4517	faster	j	14118
4518	nutrition	n	14118
4519	mentor	n	14114
4520	stance	n	14103
4521	rabbit	n	14099
4522	pause	n	14099
4523	dot	n	14080
4524	contributor	n	14076
4525	cooperate	v	14075
4526	disk	n	14075
4527	hesitate	v	14073
4528	regard	i	14070
4529	offend	v	14068
4530	exploit	v	14067
4531	compel	v	14061
4532	likelihood	n	14049
4533	sibling	n	14047
4534	southeast	n	14046
4535	gorgeous	j	14044
4536	undertake	v	14043
4537	painter	n	14037
4538	residential	j	14034
4539	counterpart	n	14033
4540	believer	n	14032
4541	lamp	n	14028
4542	inmate	n	14023
4543	thoroughly	r	14022
4544	trace	n	14018
4545	freak	v	14012
4546	filter	n	14005
4547	pillow	n	14004
4548	orbit	n	14003
4549	purse	n	13998
4550	likewise	r	13985
4551	cease	v	13982
4552	passing	j	13970
4553	feed	n	13963
4554	vanish	v	13944
4555	instructional	j	13944
4556	clause	n	13942
4557	mentally	r	13939
4558	model	v	13935
4559	left	n	13935
4560	pond	n	13934
4561	neutral	j	13933
4562	shield	n	13931
4563	popularity	n	13929
4564	cartoon	n	13928
4565	authorize	v	13916
4566	combined	j	13905
4567	exhibit	n	13890
4568	sink	n	13890
4569	graphic	n	13890
4570	darling	n	13887
4571	traditionally	r	13886
4572	vendor	n	13880
4573	poorly	r	13877
4574	conceive	v	13868
4575	opt	v	13862
4576	descend	v	13861
4577	firmly	r	13854
4578	beloved	j	13852
4579	openly	r	13834
4580	gathering	n	13824
4581	alien	j	13821
4582	stem	v	13809
4583	fever	n	13809
4584	preach	v	13805
4585	interfere	v	13797
4586	arrow	n	13796
4587	required	j	13778
4588	capitalism	n	13777
4589	kick	n	13771
4590	fork	n	13767
4591	survey	v	13766
4592	meantime	n	13763
4593	presumably	r	13762
4594	position	v	13750
4595	racist	j	13749
4596	stay	n	13749
4597	illusion	n	13749
4598	removal	n	13735
4599	anxious	j	13723
4600	arab	n	13720
4601	organism	n	13713
4602	awake	j	13699
4603	sculpture	n	13689
4604	spare	v	13687
4605	marine	n	13677
4606	harassment	n	13671
4607	drum	n	13670
4608	diminish	v	13670
4609	helmet	n	13668
4610	level	j	13664
4611	certificate	n	13657
4612	tribal	j	13656
4613	bad	r	13651
4614	mmm	u	13644
4615	sadly	r	13633
4616	cart	n	13625
4617	spy	n	13625
4618	sunlight	n	13624
4619	delete	v	13618
4620	rookie	n	13617
4621	clarify	v	13616
4622	hunger	n	13609
4623	practitioner	n	13606
4624	performer	n	13603
4625	protective	j	13603
4626	jar	n	13598
4627	programming	n	13597
4628	dawn	n	13590
4629	salmon	n	13579
4630	census	n	13578
4631	pick	n	13577
4632	accomplishment	n	13575
4633	conscience	n	13568
4634	fortunately	r	13552
4635	minimal	j	13549
4636	molecule	n	13548
4637	supportive	j	13543
4638	sole	j	13543
4639	threshold	n	13540
4640	inventory	n	13538
4641	comply	v	13533
4642	monetary	j	13532
4643	transport	n	13531
4644	shy	j	13525
4645	drill	v	13524
4646	influential	j	13513
4647	verbal	j	13499
4648	reward	v	13495
4649	ranking	n	13487
4650	gram	n	13479
4651	grasp	v	13477
4652	puzzle	n	13476
4653	envelope	n	13474
4654	heat	v	13463
4655	classify	v	13459
4656	enact	v	13451
4657	unfortunate	j	13445
4658	scatter	v	13444
4659	cure	n	13442
4660	time	v	13440
4661	dear	u	13436
4662	slice	v	13431
4663	readily	r	13430
4664	damn	u	13429
4665	discount	n	13415
4666	addiction	n	13411
4667	emerging	j	13410
4668	worthy	j	13410
4669	marker	n	13409
4670	juror	n	13406
4671	mention	n	13404
4672	blend	v	13390
4673	businessman	n	13380
4674	premium	n	13379
4675	retailer	n	13374
4676	charge	i	13374
4677	liver	n	13374
4678	pirate	n	13368
4679	protester	n	13352
4680	outlook	n	13350
4681	elder	n	13336
4682	gallon	n	13333
4683	additionally	r	13324
4684	ignorance	n	13323
4685	chemistry	n	13323
4686	sometime	r	13317
4687	weed	n	13310
4688	babe	n	13309
4689	fraction	n	13308
4690	cook	n	13308
4691	conversion	n	13304
4692	object	v	13303
4693	tolerate	v	13298
4694	trail	v	13296
4695	drown	v	13296
4696	merit	n	13286
4697	citizenship	n	13283
4698	coordinator	n	13280
4699	validity	n	13278
4700	european	n	13273
4701	lightning	n	13272
4702	turtle	n	13267
4703	ambition	n	13267
4704	worldwide	r	13263
4705	sail	v	13257
4706	added	j	13256
4707	delicate	j	13248
4708	comic	n	13245
4709	soap	n	13244
4710	hostile	j	13242
4711	instruct	v	13240
4712	shortage	n	13236
4713	useless	j	13235
4714	booth	n	13234
4715	diary	n	13233
4716	gasp	v	13228
4717	suspicious	j	13224
4718	transit	n	13220
4719	excite	v	13219
4720	publishing	n	13216
4721	curiosity	n	13208
4722	grid	n	13205
4723	rolling	j	13198
4724	bow	n	13189
4725	cruel	j	13185
4726	disclosure	n	13185
4727	rival	n	13176
4728	denial	n	13171
4729	secular	j	13171
4730	flood	v	13171
4731	speculation	n	13167
4732	sympathy	n	13166
4733	tender	j	13158
4734	inappropriate	j	13156
4735	o'clock	r	13146
4736	sodium	n	13145
4737	divorce	v	13133
4738	spring	v	13122
4739	bang	v	13122
4740	challenging	j	13118
4741	ipad	n	13111
4742	sack	n	13104
4743	barn	n	13093
4744	reliability	n	13090
4745	hormone	n	13088
4746	footage	n	13085
4747	carve	v	13085
4748	alley	n	13070
4749	ease	n	13065
4750	coastal	j	13059
4751	cafe	n	13055
4752	partial	j	13052
4753	flexible	j	13049
4754	experienced	j	13044
4755	mixed	j	13032
4756	vampire	n	13030
4757	optimistic	j	13027
4758	dessert	n	13024
4759	well-being	n	13022
4760	northeast	n	13021
4761	specialize	v	13006
4762	fleet	n	13005
4763	availability	n	13004
4764	compliance	n	12998
4765	pin	n	12991
4766	pork	n	12986
4767	astronomer	n	12976
4768	like	n	12976
4769	forbid	v	12965
4770	installation	n	12961
4771	boil	v	12959
4772	nest	n	12951
4773	exclusively	r	12948
4774	goat	n	12944
4775	shallow	j	12943
4776	equip	v	12943
4777	equivalent	n	12941
4778	betray	v	12934
4779	willingness	n	12933
4780	banker	n	12931
4781	interval	n	12928
4782	gasoline	n	12925
4783	encouraging	j	12925
4784	rain	v	12924
4785	exchange	v	12921
4786	bucket	n	12920
4787	theft	n	12907
4788	laundry	n	12903
4789	constraint	n	12902
4790	dying	j	12893
4791	hatred	n	12892
4792	jewelry	n	12891
4793	migration	n	12885
4794	invention	n	12883
4795	loving	j	12868
4796	revenge	n	12868
4797	unprecedented	j	12862
4798	outline	v	12859
4799	sheer	j	12854
4800	halloween	n	12852
4801	sweetheart	n	12849
4802	spit	v	12849
4803	lazy	j	12843
4804	intimate	j	12841
4805	defender	n	12834
4806	technically	r	12830
4807	battle	v	12822
4808	cure	v	12811
4809	peanut	n	12808
4810	unclear	j	12805
4811	piss	v	12791
4812	workout	n	12786
4813	wilderness	n	12785
4814	compelling	j	12784
4815	eleven	m	12779
4816	arm	v	12779
4817	backyard	n	12774
4818	alike	r	12770
4819	partially	r	12770
4820	transport	v	12766
4821	guardian	n	12766
4822	passionate	j	12756
4823	scripture	n	12756
4824	midst	n	12746
4825	ideological	j	12746
4826	apart	i	12746
4827	thrive	v	12742
4828	sensitivity	n	12741
4829	trigger	n	12735
4830	emotionally	r	12733
4831	ignorant	j	12730
4832	explicitly	r	12728
4833	unfold	v	12727
4834	headache	n	12724
4835	eternal	j	12724
4836	chop	v	12715
4837	ego	n	12711
4838	spectacular	j	12709
4839	deposit	n	12707
4840	verdict	n	12702
4841	regard	n	12699
4842	accountability	n	12699
4843	nominate	v	12699
4844	civic	j	12697
4845	uncover	v	12692
4846	critique	n	12684
4847	aisle	n	12675
4848	tropical	j	12673
4849	annually	r	12669
4850	eighth	m	12667
4851	blast	n	12661
4852	corrupt	j	12648
4853	compassion	n	12648
4854	scratch	v	12637
4855	verify	v	12629
4856	offender	n	12622
4857	inherit	v	12611
4858	strive	v	12596
4859	downtown	r	12591
4860	chunk	n	12574
4861	appreciation	n	12571
4862	canvas	n	12570
4863	punch	n	12563
4864	short-term	j	12550
4865	proceedings	n	12549
4866	magical	j	12544
4867	loyal	j	12539
4868	aah	u	12535
4869	desperately	r	12530
4870	throne	n	12528
4871	brutal	j	12526
4872	spite	i	12519
4873	propaganda	n	12518
4874	irony	n	12516
4875	soda	n	12515
4876	projection	n	12504
4877	dutch	j	12496
4878	parental	j	12490
4879	disabled	j	12489
4880	collector	n	12480
4881	re-election	n	12476
4882	disappointment	n	12475
4883	comic	j	12473
4884	aid	v	12471
4885	happily	r	12458
4886	steep	j	12454
4887	fancy	j	12450
4888	counter	v	12446
4889	listener	n	12445
4890	whip	v	12443
4891	public	r	12443
4892	drawer	n	12435
4893	heck	n	12434
4894	developmental	j	12433
4895	ideal	n	12428
4896	ash	n	12427
4897	socially	r	12426
4898	courtroom	n	12425
4899	stamp	n	12425
4900	solo	n	12423
4901	trainer	n	12418
4902	induce	v	12416
4903	anytime	n	12412
4904	morality	n	12409
4905	syrian	j	12405
4906	pipeline	n	12400
4907	bride	n	12400
4908	instant	j	12399
4909	spark	v	12395
4910	doorway	n	12395
4911	interface	n	12393
4912	learner	n	12390
4913	casino	n	12390
4914	placement	n	12390
4915	cord	n	12388
4916	fan	v	12388
4917	conception	n	12388
4918	flexibility	n	12388
4919	thou	p	12383
4920	tax	v	12374
4921	elegant	j	12371
4922	flaw	n	12369
4923	locker	n	12368
4924	peel	v	12364
4925	campaign	v	12363
4926	twist	n	12352
4927	spell	n	12350
4928	objective	j	12348
4929	plea	n	12345
4930	goddamn	j	12338
4931	import	n	12336
4932	stack	n	12330
4933	gosh	u	12320
4934	philosophical	j	12320
4935	junk	n	12319
4936	bicycle	n	12317
4937	vocal	j	12312
4938	chew	v	12299
